Pattern	S wind	N wind	G wind	S wind new	N wind new	G wind new
M01,D18,H16	63,90	75,20	39,20	63,90	75,20	39,20
M01,D18,H17	60,60	79,70	34,50	60,60	79,70	34,50
M01,D18,H18	57,30	84,10	29,80	57,30	84,10	29,80
M01,D18,H19	53,90	88,60	25,10	53,90	88,60	25,10
M01,D18,H20	52,20	88,40	24,90	52,20	88,40	24,90
M01,D18,H21	50,40	88,10	24,60	50,40	88,10	24,60
M01,D18,H22	48,70	87,90	24,40	48,70	87,90	24,40
M01,D18,H23	46,90	87,60	24,20	46,90	87,60	24,20
M01,D18,H24	45,20	87,40	24,00	45,20	87,40	24,00
M01,D19,H01	43,40	87,10	23,80	43,40	87,10	23,80
M01,D19,H02	41,30	87,30	23,10	41,30	87,30	23,10
M01,D19,H03	39,20	87,50	22,40	39,20	87,50	22,40
M01,D19,H04	37,10	87,70	21,70	37,10	87,70	21,70
M01,D19,H05	35,00	87,80	21,10	35,00	87,80	21,10
M01,D19,H06	32,90	88,00	20,40	32,90	88,00	20,40
M01,D19,H07	30,80	88,20	19,70	30,80	88,20	19,70
M01,D19,H08	28,10	88,30	18,80	28,10	88,30	18,80
M01,D19,H09	25,30	88,30	17,90	25,30	88,30	17,90
M01,D19,H10	22,60	88,40	17,10	22,60	88,40	17,10
M01,D19,H11	19,90	88,50	16,20	19,90	88,50	16,20
M01,D19,H12	17,10	88,60	15,30	17,10	88,60	15,30
M01,D19,H13	14,40	88,70	14,40	14,40	88,70	14,40
M01,D19,H14	13,30	88,40	13,10	13,30	88,40	13,10
M01,D19,H15	12,10	88,20	11,80	12,10	88,20	11,80
M01,D19,H16	11,00	88,00	10,50	11,00	88,00	10,50
M01,D19,H17	9,92	87,80	9,22	9,92	87,80	9,22
M01,D19,H18	8,81	87,50	7,93	8,81	87,50	7,93
M01,D19,H19	7,69	87,30	6,64	7,69	87,30	6,64
M01,D19,H20	7,09	86,70	6,54	7,09	86,70	6,54
M01,D19,H21	6,49	86,10	6,44	6,49	86,10	6,44
M01,D19,H22	5,89	85,50	6,34	5,89	85,50	6,34
M01,D19,H23	5,29	84,80	6,23	5,29	84,80	6,23
M01,D19,H24	4,69	84,20	6,13	4,69	84,20	6,13
M01,D20,H01	4,09	83,60	6,03	4,09	83,60	6,03
M01,D20,H02	3,96	80,70	5,34	3,96	80,70	5,34
M01,D20,H03	3,83	77,90	4,64	3,83	77,90	4,64
M01,D20,H04	3,70	75,00	3,95	3,70	75,00	3,95
M01,D20,H05	3,56	72,10	3,26	3,56	72,10	3,26
M01,D20,H06	3,43	69,30	2,57	3,43	69,30	2,57
M01,D20,H07	3,30	66,40	1,87	3,30	66,40	1,87
M01,D20,H08	3,89	65,30	1,78	3,89	65,30	1,78
M01,D20,H09	4,49	64,30	1,69	4,49	64,30	1,69
M01,D20,H10	5,08	63,20	1,60	5,08	63,20	1,60
M01,D20,H11	5,67	62,10	1,51	5,67	62,10	1,51
M01,D20,H12	6,27	61,10	1,41	6,27	61,10	1,41
M01,D20,H13	6,86	60,00	1,32	6,86	60,00	1,32
M01,D20,H14	6,91	55,00	1,30	6,91	55,00	1,30
M01,D20,H15	6,95	49,90	1,29	6,95	49,90	1,29
M01,D20,H16	6,99	44,90	1,27	6,99	44,90	1,27
M01,D20,H17	7,03	39,90	1,25	7,03	39,90	1,25
M01,D20,H18	7,08	34,90	1,23	7,08	34,90	1,23
M01,D20,H19	7,12	29,80	1,21	7,12	29,80	1,21
M01,D20,H20	6,40	26,00	1,31	6,40	26,00	1,31
M01,D20,H21	5,68	22,20	1,41	5,68	22,20	1,41
M01,D20,H22	4,96	18,30	1,50	4,96	18,30	1,50
M01,D20,H23	4,24	14,50	1,60	4,24	14,50	1,60
M01,D20,H24	3,52	10,70	1,70	3,52	10,70	1,70
M01,D21,H01	2,80	6,83	1,80	2,80	6,83	1,80
M01,D21,H02	2,60	6,64	1,75	2,60	6,64	1,75
M01,D21,H03	2,40	6,45	1,70	2,40	6,45	1,70
M01,D21,H04	2,21	6,26	1,65	2,21	6,26	1,65
M01,D21,H05	2,01	6,07	1,61	2,01	6,07	1,61
M01,D21,H06	1,81	5,88	1,56	1,81	5,88	1,56
M01,D21,H07	1,62	5,69	1,51	1,62	5,69	1,51
M01,D21,H08	1,64	5,64	1,42	1,64	5,64	1,42
M01,D21,H09	1,66	5,59	1,32	1,66	5,59	1,32
M01,D21,H10	1,69	5,55	1,22	1,69	5,55	1,22
M01,D21,H11	1,71	5,50	1,13	1,71	5,50	1,13
M01,D21,H12	1,73	5,45	1,03	1,73	5,45	1,03
M01,D21,H13	1,75	5,40	0,93	1,75	5,40	0,93
M01,D21,H14	1,83	5,15	1,35	1,83	5,15	1,35
M01,D21,H15	1,90	4,90	1,77	1,90	4,90	1,77
M01,D21,H16	1,97	4,65	2,19	1,97	4,65	2,19
M01,D21,H17	2,05	4,40	2,62	2,05	4,40	2,62
M01,D21,H18	2,12	4,14	3,04	2,12	4,14	3,04
M01,D21,H19	2,20	3,89	3,46	2,20	3,89	3,46
M01,D21,H20	2,02	3,76	5,27	2,02	3,76	5,27
M01,D21,H21	1,85	3,62	7,08	1,85	3,62	7,08
M01,D21,H22	1,67	3,49	8,90	1,67	3,49	8,90
M01,D21,H23	1,50	3,36	10,70	1,50	3,36	10,70
M01,D21,H24	1,32	3,22	12,50	1,32	3,22	12,50
M01,D22,H01	1,15	3,09	14,30	1,15	3,09	14,30
M01,D22,H02	1,09	3,19	14,70	1,09	3,19	14,70
M01,D22,H03	1,04	3,29	15,10	1,04	3,29	15,10
M01,D22,H04	0,98	3,39	15,50	0,98	3,39	15,50
M01,D22,H05	0,93	3,49	15,80	0,93	3,49	15,80
M01,D22,H06	0,87	3,59	16,20	0,87	3,59	16,20
M01,D22,H07	0,82	3,70	16,60	0,82	3,70	16,60
M01,D22,H08	1,14	3,38	16,60	1,14	3,38	16,60
M01,D22,H09	1,46	3,06	16,50	1,46	3,06	16,50
M01,D22,H10	1,78	2,74	16,50	1,78	2,74	16,50
M01,D22,H11	2,10	2,42	16,50	2,10	2,42	16,50
M01,D22,H12	2,42	2,11	16,40	2,42	2,11	16,40
M01,D22,H13	2,73	1,79	16,40	2,73	1,79	16,40
M01,D22,H14	3,15	1,81	14,80	3,15	1,81	14,80
M01,D22,H15	3,57	1,83	13,20	3,57	1,83	13,20
M01,D22,H16	4,00	1,85	11,60	4,00	1,85	11,60
M01,D22,H17	4,42	1,86	9,96	4,42	1,86	9,96
M01,D22,H18	4,84	1,88	8,34	4,84	1,88	8,34
M01,D22,H19	5,26	1,90	6,73	5,26	1,90	6,73
M01,D22,H20	4,89	1,85	6,14	4,89	1,85	6,14
M01,D22,H21	4,52	1,80	5,54	4,52	1,80	5,54
M01,D22,H22	4,16	1,74	4,95	4,16	1,74	4,95
M01,D22,H23	3,79	1,69	4,35	3,79	1,69	4,35
M01,D22,H24	3,42	1,64	3,75	3,42	1,64	3,75
M01,D23,H01	3,05	1,59	3,16	3,05	1,59	3,16
M01,D23,H02	2,90	1,81	2,89	2,90	1,81	2,89
M01,D23,H03	2,74	2,03	2,63	2,74	2,03	2,63
M01,D23,H04	2,58	2,25	2,36	2,58	2,25	2,36
M01,D23,H05	2,42	2,47	2,09	2,42	2,47	2,09
M01,D23,H06	2,26	2,69	1,83	2,26	2,69	1,83
M01,D23,H07	2,10	2,91	1,56	2,10	2,91	1,56
M01,D23,H08	1,98	3,71	2,09	1,98	3,71	2,09
M01,D23,H09	1,86	4,52	2,62	1,86	4,52	2,62
M01,D23,H10	1,74	5,33	3,16	1,74	5,33	3,16
M01,D23,H11	1,62	6,13	3,69	1,62	6,13	3,69
M01,D23,H12	1,50	6,94	4,22	1,50	6,94	4,22
M01,D23,H13	1,38	7,75	4,76	1,38	7,75	4,76
M01,D23,H14	1,70	7,87	6,14	1,70	7,87	6,14
M01,D23,H15	2,01	7,99	7,53	2,01	7,99	7,53
M01,D23,H16	2,32	8,12	8,91	2,32	8,12	8,91
M01,D23,H17	2,64	8,24	10,30	2,64	8,24	10,30
M01,D23,H18	2,95	8,36	11,70	2,95	8,36	11,70
M01,D23,H19	3,26	8,49	13,10	3,26	8,49	13,10
M01,D23,H20	3,05	8,81	13,00	3,05	8,81	13,00
M01,D23,H21	2,84	9,14	12,80	2,84	9,14	12,80
M01,D23,H22	2,63	9,47	12,70	2,63	9,47	12,70
M01,D23,H23	2,42	9,79	12,60	2,42	9,79	12,60
M01,D23,H24	2,21	10,10	12,50	2,21	10,10	12,50
M01,D24,H01	2,00	10,40	12,40	2,00	10,40	12,40
M01,D24,H02	2,38	10,40	11,50	2,38	10,40	11,50
M01,D24,H03	2,76	10,30	10,50	2,76	10,30	10,50
M01,D24,H04	3,15	10,20	9,62	3,15	10,20	9,62
M01,D24,H05	3,53	10,10	8,69	3,53	10,10	8,69
M01,D24,H06	3,91	10,10	7,77	3,91	10,10	7,77
M01,D24,H07	4,29	9,98	6,84	4,29	9,98	6,84
M01,D24,H08	4,17	12,30	6,35	4,17	12,30	6,35
M01,D24,H09	4,05	14,70	5,86	4,05	14,70	5,86
M01,D24,H10	3,93	17,00	5,37	3,93	17,00	5,37
M01,D24,H11	3,81	19,40	4,89	3,81	19,40	4,89
M01,D24,H12	3,69	21,70	4,40	3,69	21,70	4,40
M01,D24,H13	3,57	24,10	3,91	3,57	24,10	3,91
M01,D24,H14	5,13	25,50	4,80	5,13	25,50	4,80
M01,D24,H15	6,69	26,90	5,70	6,69	26,90	5,70
M01,D24,H16	8,26	28,40	6,59	8,26	28,40	6,59
M01,D24,H17	9,82	29,80	7,48	9,82	29,80	7,48
M01,D24,H18	11,40	31,30	8,38	11,40	31,30	8,38
M01,D24,H19	12,90	32,70	9,27	12,90	32,70	9,27
M01,D24,H20	15,90	35,00	10,10	15,90	35,00	10,10
M01,D24,H21	18,90	37,30	10,90	18,90	37,30	10,90
M01,D24,H22	21,90	39,60	11,70	21,90	39,60	11,70
M01,D24,H23	24,90	41,90	12,50	24,90	41,90	12,50
M01,D24,H24	27,80	44,20	13,30	27,80	44,20	13,30
M01,D25,H01	30,80	46,50	14,10	30,80	46,50	14,10
M01,D25,H02	32,90	49,00	13,00	32,90	49,00	13,00
M01,D25,H03	35,00	51,50	12,00	35,00	51,50	12,00
M01,D25,H04	37,10	53,90	11,00	37,10	53,90	11,00
M01,D25,H05	39,10	56,40	9,96	39,10	56,40	9,96
M01,D25,H06	41,20	58,90	8,93	41,20	58,90	8,93
M01,D25,H07	43,30	61,40	7,90	43,30	61,40	7,90
M01,D25,H08	43,90	65,00	7,05	43,90	65,00	7,05
M01,D25,H09	44,50	68,70	6,20	44,50	68,70	6,20
M01,D25,H10	45,10	72,40	5,35	45,10	72,40	5,35
M01,D25,H11	45,70	76,10	4,51	45,70	76,10	4,51
M01,D25,H12	46,30	79,80	3,66	46,30	79,80	3,66
M01,D25,H13	46,90	83,40	2,81	46,90	83,40	2,81
M01,D25,H14	47,80	83,90	2,96	47,80	83,90	2,96
M01,D25,H15	48,70	84,40	3,10	48,70	84,40	3,10
M01,D25,H16	49,60	85,00	3,25	49,60	85,00	3,25
M01,D25,H17	50,50	85,50	3,40	50,50	85,50	3,40
M01,D25,H18	51,40	86,00	3,54	51,40	86,00	3,54
M01,D25,H19	52,30	86,50	3,69	52,30	86,50	3,69
M01,D25,H20	52,60	86,10	4,10	52,60	86,10	4,10
M01,D25,H21	53,00	85,80	4,50	53,00	85,80	4,50
M01,D25,H22	53,30	85,40	4,91	53,30	85,40	4,91
M01,D25,H23	53,70	85,10	5,31	53,70	85,10	5,31
M01,D25,H24	54,00	84,70	5,72	54,00	84,70	5,72
M01,D26,H01	54,40	84,40	6,12	54,40	84,40	6,12
M01,D26,H02	53,30	84,00	6,74	53,30	84,00	6,74
M01,D26,H03	52,20	83,50	7,36	52,20	83,50	7,36
M01,D26,H04	51,20	83,10	7,98	51,20	83,10	7,98
M01,D26,H05	50,10	82,70	8,60	50,10	82,70	8,60
M01,D26,H06	49,00	82,30	9,22	49,00	82,30	9,22
M01,D26,H07	47,90	81,90	9,84	47,90	81,90	9,84
M01,D26,H08	45,90	82,10	11,30	45,90	82,10	11,30
M01,D26,H09	43,80	82,30	12,70	43,80	82,30	12,70
M01,D26,H10	41,80	82,50	14,20	41,80	82,50	14,20
M01,D26,H11	39,70	82,70	15,60	39,70	82,70	15,60
M01,D26,H12	37,70	82,90	17,10	37,70	82,90	17,10
M01,D26,H13	35,60	83,00	18,50	35,60	83,00	18,50
M01,D26,H14	36,80	84,20	20,30	36,80	84,20	20,30
M01,D26,H15	38,00	85,40	22,10	38,00	85,40	22,10
M01,D26,H16	39,30	86,60	23,90	39,30	86,60	23,90
M01,D26,H17	40,50	87,80	25,70	40,50	87,80	25,70
M01,D26,H18	41,70	89,00	27,50	41,70	89,00	27,50
M01,D26,H19	42,90	90,20	29,30	42,90	90,20	29,30
M01,D26,H20	40,80	88,80	27,00	40,80	88,80	27,00
M01,D26,H21	38,70	87,40	24,70	38,70	87,40	24,70
M01,D26,H22	36,70	86,00	22,40	36,70	86,00	22,40
M01,D26,H23	34,60	84,60	20,10	34,60	84,60	20,10
M01,D26,H24	32,50	83,20	17,80	32,50	83,20	17,80
M01,D27,H01	30,40	81,80	15,50	30,40	81,80	15,50
M01,D27,H02	28,80	79,40	14,10	28,80	79,40	14,10
M01,D27,H03	27,10	77,00	12,70	27,10	77,00	12,70
M01,D27,H04	25,40	74,60	11,20	25,40	74,60	11,20
M01,D27,H05	23,70	72,30	9,79	23,70	72,30	9,79
M01,D27,H06	22,10	69,90	8,35	22,10	69,90	8,35
M01,D27,H07	20,40	67,50	6,92	20,40	67,50	6,92
M01,D27,H08	18,90	64,80	6,40	18,90	64,80	6,40
M01,D27,H09	17,40	62,20	5,87	17,40	62,20	5,87
M01,D27,H10	15,90	59,50	5,35	15,90	59,50	5,35
M01,D27,H11	14,40	56,90	4,83	14,40	56,90	4,83
M01,D27,H12	12,90	54,20	4,31	12,90	54,20	4,31
M01,D27,H13	11,50	51,50	3,79	11,50	51,50	3,79
M01,D27,H14	10,70	47,50	5,18	10,70	47,50	5,18
M01,D27,H15	9,93	43,40	6,57	9,93	43,40	6,57
M01,D27,H16	9,16	39,40	7,96	9,16	39,40	7,96
M01,D27,H17	8,40	35,30	9,35	8,40	35,30	9,35
M01,D27,H18	7,64	31,20	10,70	7,64	31,20	10,70
M01,D27,H19	6,87	27,20	12,10	6,87	27,20	12,10
M01,D27,H20	6,69	27,10	12,10	6,69	27,10	12,10
M01,D27,H21	6,50	27,00	12,00	6,50	27,00	12,00
M01,D27,H22	6,32	26,90	11,90	6,32	26,90	11,90
M01,D27,H23	6,13	26,80	11,80	6,13	26,80	11,80
M01,D27,H24	5,95	26,80	11,80	5,95	26,80	11,80
M01,D28,H01	5,76	26,70	11,70	5,76	26,70	11,70
M01,D28,H02	6,47	27,80	9,91	6,47	27,80	9,91
M01,D28,H03	7,18	28,90	8,14	7,18	28,90	8,14
M01,D28,H04	7,89	30,10	6,37	7,89	30,10	6,37
M01,D28,H05	8,60	31,20	4,59	8,60	31,20	4,59
M01,D28,H06	9,31	32,40	2,82	9,31	32,40	2,82
M01,D28,H07	10,00	33,50	1,05	10,00	33,50	1,05
M01,D28,H08	10,30	33,20	1,73	10,30	33,20	1,73
M01,D28,H09	10,70	32,90	2,41	10,70	32,90	2,41
M01,D28,H10	11,00	32,50	3,08	11,00	32,50	3,08
M01,D28,H11	11,30	32,20	3,76	11,30	32,20	3,76
M01,D28,H12	11,60	31,90	4,44	11,60	31,90	4,44
M01,D28,H13	11,90	31,60	5,12	11,90	31,60	5,12
M01,D28,H14	11,70	30,30	7,07	11,70	30,30	7,07
M01,D28,H15	11,40	29,00	9,02	11,40	29,00	9,02
M01,D28,H16	11,20	27,80	11,00	11,20	27,80	11,00
M01,D28,H17	10,90	26,50	12,90	10,90	26,50	12,90
M01,D28,H18	10,70	25,20	14,90	10,70	25,20	14,90
M01,D28,H19	10,40	23,90	16,80	10,40	23,90	16,80
M01,D28,H20	9,90	24,70	19,70	9,90	24,70	19,70
M01,D28,H21	9,38	25,50	22,50	9,38	25,50	22,50
M01,D28,H22	8,87	26,30	25,40	8,87	26,30	25,40
M01,D28,H23	8,36	27,10	28,20	8,36	27,10	28,20
M01,D28,H24	7,84	27,90	31,10	7,84	27,90	31,10
M01,D29,H01	7,33	28,70	34,00	7,33	28,70	34,00
M01,D29,H02	7,29	31,70	32,80	7,29	31,70	32,80
M01,D29,H03	7,24	34,60	31,70	7,24	34,60	31,70
M01,D29,H04	7,20	37,50	30,60	7,20	37,50	30,60
M01,D29,H05	7,16	40,40	29,40	7,16	40,40	29,40
M01,D29,H06	7,11	43,40	28,30	7,11	43,40	28,30
M01,D29,H07	7,07	46,30	27,20	7,07	46,30	27,20
M01,D29,H08	7,17	41,80	25,40	7,17	41,80	25,40
M01,D29,H09	7,28	37,30	23,60	7,28	37,30	23,60
M01,D29,H10	7,38	32,80	21,80	7,38	32,80	21,80
M01,D29,H11	7,49	28,30	20,00	7,49	28,30	20,00
M01,D29,H12	7,59	23,80	18,20	7,59	23,80	18,20
M01,D29,H13	7,69	19,20	16,40	7,69	19,20	16,40
M01,D29,H14	7,34	22,20	18,60	7,34	22,20	18,60
M01,D29,H15	6,98	25,10	20,80	6,98	25,10	20,80
M01,D29,H16	6,62	28,10	23,10	6,62	28,10	23,10
M01,D29,H17	6,27	31,00	25,30	6,27	31,00	25,30
M01,D29,H18	5,91	34,00	27,60	5,91	34,00	27,60
M01,D29,H19	5,55	36,90	29,80	5,55	36,90	29,80
M01,D29,H20	6,18	36,70	31,20	6,18	36,70	31,20
M01,D29,H21	6,82	36,50	32,60	6,82	36,50	32,60
M01,D29,H22	7,45	36,20	34,00	7,45	36,20	34,00
M01,D29,H23	8,08	36,00	35,40	8,08	36,00	35,40
M01,D29,H24	8,71	35,70	36,80	8,71	35,70	36,80
M01,D30,H01	9,34	35,50	38,20	9,34	35,50	38,20
M01,D30,H02	10,60	33,10	38,10	10,60	33,10	38,10
M01,D30,H03	11,80	30,70	37,90	11,80	30,70	37,90
M01,D30,H04	13,00	28,30	37,80	13,00	28,30	37,80
M01,D30,H05	14,20	26,00	37,60	14,20	26,00	37,60
M01,D30,H06	15,40	23,60	37,50	15,40	23,60	37,50
M01,D30,H07	16,60	21,20	37,30	16,60	21,20	37,30
M01,D30,H08	16,40	20,90	41,20	16,40	20,90	41,20
M01,D30,H09	16,20	20,60	45,10	16,20	20,60	45,10
M01,D30,H10	16,00	20,20	49,00	16,00	20,20	49,00
M01,D30,H11	15,80	19,90	52,80	15,80	19,90	52,80
M01,D30,H12	15,50	19,60	56,70	15,50	19,60	56,70
M01,D30,H13	15,30	19,30	60,60	15,30	19,30	60,60
M01,D30,H14	17,00	26,50	62,20	17,00	26,50	62,20
M01,D30,H15	18,70	33,70	63,70	18,70	33,70	63,70
M01,D30,H16	20,30	41,00	65,30	20,30	41,00	65,30
M01,D30,H17	22,00	48,20	66,90	22,00	48,20	66,90
M01,D30,H18	23,70	55,40	68,50	23,70	55,40	68,50
M01,D30,H19	25,40	62,60	70,00	25,40	62,60	70,00
M01,D30,H20	27,60	63,40	72,80	27,60	63,40	72,80
M01,D30,H21	29,80	64,10	75,50	29,80	64,10	75,50
M01,D30,H22	32,10	64,90	78,30	32,10	64,90	78,30
M01,D30,H23	34,30	65,70	81,10	34,30	65,70	81,10
M01,D30,H24	36,60	66,40	83,80	36,60	66,40	83,80
M01,D31,H01	38,80	67,20	86,60	38,80	67,20	86,60
M01,D31,H02	41,00	67,50	86,10	41,00	67,50	86,10
M01,D31,H03	43,20	67,80	85,60	43,20	67,80	85,60
M01,D31,H04	45,40	68,10	85,10	45,40	68,10	85,10
M01,D31,H05	47,50	68,40	84,50	47,50	68,40	84,50
M01,D31,H06	49,70	68,70	84,00	49,70	68,70	84,00
M01,D31,H07	51,90	69,00	83,50	51,90	69,00	83,50
M01,D31,H08	54,90	70,70	82,40	54,90	70,70	82,40
M01,D31,H09	57,90	72,40	81,30	57,90	72,40	81,30
M01,D31,H10	60,90	74,10	80,30	60,90	74,10	80,30
M01,D31,H11	63,80	75,80	79,20	63,80	75,80	79,20
M01,D31,H12	66,80	77,50	78,10	66,80	77,50	78,10
M01,D31,H13	69,80	79,20	77,00	69,80	79,20	77,00
M01,D31,H14	70,80	80,90	74,40	70,80	80,90	74,40
M01,D31,H15	71,80	82,60	71,80	71,80	82,60	71,80
M01,D31,H16	72,70	84,20	69,30	72,70	84,20	69,30
M01,D31,H17	73,70	85,90	66,70	73,70	85,90	66,70
M01,D31,H18	74,70	87,60	64,10	74,70	87,60	64,10
M01,D31,H19	75,70	89,30	61,60	75,70	89,30	61,60
M01,D31,H20	75,80	87,90	60,30	75,80	87,90	60,30
M01,D31,H21	75,90	86,50	59,00	75,90	86,50	59,00
M01,D31,H22	76,10	85,10	57,70	76,10	85,10	57,70
M01,D31,H23	76,20	83,70	56,40	76,20	83,70	56,40
M01,D31,H24	76,40	82,30	55,10	76,40	82,30	55,10
M02,D01,H01	76,50	80,90	53,80	76,50	80,90	53,80
M02,D01,H02	75,70	81,40	53,00	75,70	81,40	53,00
M02,D01,H03	74,80	81,90	52,10	74,80	81,90	52,10
M02,D01,H04	74,00	82,30	51,30	74,00	82,30	51,30
M02,D01,H05	73,10	82,80	50,50	73,10	82,80	50,50
M02,D01,H06	72,30	83,30	49,70	72,30	83,30	49,70
M02,D01,H07	71,40	83,80	48,90	71,40	83,80	48,90
M02,D01,H08	69,60	84,60	53,60	69,60	84,60	53,60
M02,D01,H09	67,70	85,50	58,30	67,70	85,50	58,30
M02,D01,H10	65,90	86,40	63,00	65,90	86,40	63,00
M02,D01,H11	64,00	87,30	67,80	64,00	87,30	67,80
M02,D01,H12	62,20	88,20	72,50	62,20	88,20	72,50
M02,D01,H13	60,30	89,10	77,20	60,30	89,10	77,20
M02,D01,H14	61,00	83,20	73,40	61,00	83,20	73,40
M02,D01,H15	61,70	77,40	69,50	61,70	77,40	69,50
M02,D01,H16	62,40	71,50	65,70	62,40	71,50	65,70
M02,D01,H17	63,20	65,60	61,90	63,20	65,60	61,90
M02,D01,H18	63,90	59,80	58,00	63,90	59,80	58,00
M02,D01,H19	64,60	53,90	54,20	64,60	53,90	54,20
M02,D01,H20	64,20	54,80	53,20	64,20	54,80	53,20
M02,D01,H21	63,90	55,70	52,20	63,90	55,70	52,20
M02,D01,H22	63,60	56,60	51,30	63,60	56,60	51,30
M02,D01,H23	63,20	57,50	50,30	63,20	57,50	50,30
M02,D01,H24	62,90	58,40	49,30	62,90	58,40	49,30
M02,D02,H01	62,60	59,20	48,30	62,60	59,20	48,30
M02,D02,H02	58,80	64,00	49,20	58,80	64,00	49,20
M02,D02,H03	55,10	68,70	50,10	55,10	68,70	50,10
M02,D02,H04	51,40	73,40	51,10	51,40	73,40	51,10
M02,D02,H05	47,70	78,10	52,00	47,70	78,10	52,00
M02,D02,H06	43,90	82,90	52,90	43,90	82,90	52,90
M02,D02,H07	40,20	87,60	53,80	40,20	87,60	53,80
M02,D02,H08	42,80	87,70	57,60	42,80	87,70	57,60
M02,D02,H09	45,30	87,90	61,40	45,30	87,90	61,40
M02,D02,H10	47,90	88,00	65,20	47,90	88,00	65,20
M02,D02,H11	50,50	88,20	69,00	50,50	88,20	69,00
M02,D02,H12	53,00	88,30	72,80	53,00	88,30	72,80
M02,D02,H13	55,60	88,40	76,70	55,60	88,40	76,70
M02,D02,H14	58,80	84,80	75,70	58,80	84,80	75,70
M02,D02,H15	62,10	81,10	74,70	62,10	81,10	74,70
M02,D02,H16	65,30	77,40	73,70	65,30	77,40	73,70
M02,D02,H17	68,50	73,70	72,70	68,50	73,70	72,70
M02,D02,H18	71,80	70,00	71,70	71,80	70,00	71,70
M02,D02,H19	75,00	66,30	70,70	75,00	66,30	70,70
M02,D02,H20	74,10	69,70	69,00	74,10	69,70	69,00
M02,D02,H21	73,20	73,20	67,40	73,20	73,20	67,40
M02,D02,H22	72,30	76,60	65,80	72,30	76,60	65,80
M02,D02,H23	71,40	80,00	64,10	71,40	80,00	64,10
M02,D02,H24	70,50	83,40	62,50	70,50	83,40	62,50
M02,D03,H01	69,60	86,80	60,80	69,60	86,80	60,80
M02,D03,H02	67,10	84,30	61,70	67,10	84,30	61,70
M02,D03,H03	64,60	81,80	62,60	64,60	81,80	62,60
M02,D03,H04	62,10	79,30	63,40	62,10	79,30	63,40
M02,D03,H05	59,60	76,70	64,30	59,60	76,70	64,30
M02,D03,H06	57,10	74,20	65,10	57,10	74,20	65,10
M02,D03,H07	54,60	71,70	66,00	54,60	71,70	66,00
M02,D03,H08	52,90	67,30	68,50	52,90	67,30	68,50
M02,D03,H09	51,20	62,90	70,90	51,20	62,90	70,90
M02,D03,H10	49,50	58,50	73,30	49,50	58,50	73,30
M02,D03,H11	47,80	54,10	75,80	47,80	54,10	75,80
M02,D03,H12	46,10	49,70	78,20	46,10	49,70	78,20
M02,D03,H13	44,50	45,40	80,70	44,50	45,40	80,70
M02,D03,H14	40,90	44,30	76,90	40,90	44,30	76,90
M02,D03,H15	37,40	43,20	73,10	37,40	43,20	73,10
M02,D03,H16	33,80	42,10	69,30	33,80	42,10	69,30
M02,D03,H17	30,30	41,00	65,60	30,30	41,00	65,60
M02,D03,H18	26,80	39,90	61,80	26,80	39,90	61,80
M02,D03,H19	23,20	38,80	58,00	23,20	38,80	58,00
M02,D03,H20	21,60	36,70	58,30	21,60	36,70	58,30
M02,D03,H21	20,00	34,60	58,70	20,00	34,60	58,70
M02,D03,H22	18,40	32,50	59,00	18,40	32,50	59,00
M02,D03,H23	16,80	30,40	59,30	16,80	30,40	59,30
M02,D03,H24	15,20	28,30	59,70	15,20	28,30	59,70
M02,D04,H01	13,60	26,10	60,00	13,60	26,10	60,00
M02,D04,H02	14,80	27,90	62,50	14,80	27,90	62,50
M02,D04,H03	16,10	29,60	64,90	16,10	29,60	64,90
M02,D04,H04	17,30	31,30	67,40	17,30	31,30	67,40
M02,D04,H05	18,50	33,10	69,90	18,50	33,10	69,90
M02,D04,H06	19,70	34,80	72,40	19,70	34,80	72,40
M02,D04,H07	20,90	36,50	74,80	20,90	36,50	74,80
M02,D04,H08	21,60	36,10	73,00	21,60	36,10	73,00
M02,D04,H09	22,20	35,70	71,10	22,20	35,70	71,10
M02,D04,H10	22,90	35,30	69,20	22,90	35,30	69,20
M02,D04,H11	23,50	34,90	67,30	23,50	34,90	67,30
M02,D04,H12	24,20	34,50	65,40	24,20	34,50	65,40
M02,D04,H13	24,80	34,10	63,50	24,80	34,10	63,50
M02,D04,H14	24,10	35,80	59,70	24,10	35,80	59,70
M02,D04,H15	23,30	37,50	55,80	23,30	37,50	55,80
M02,D04,H16	22,60	39,10	51,90	22,60	39,10	51,90
M02,D04,H17	21,90	40,80	48,00	21,90	40,80	48,00
M02,D04,H18	21,10	42,50	44,10	21,10	42,50	44,10
M02,D04,H19	20,40	44,20	40,30	20,40	44,20	40,30
M02,D04,H20	18,90	46,40	41,10	18,90	46,40	41,10
M02,D04,H21	17,40	48,70	41,80	17,40	48,70	41,80
M02,D04,H22	15,90	50,90	42,60	15,90	50,90	42,60
M02,D04,H23	14,50	53,20	43,40	14,50	53,20	43,40
M02,D04,H24	13,00	55,40	44,20	13,00	55,40	44,20
M02,D05,H01	11,50	57,70	45,00	11,50	57,70	45,00
M02,D05,H02	11,30	59,60	46,10	11,30	59,60	46,10
M02,D05,H03	11,10	61,50	47,10	11,10	61,50	47,10
M02,D05,H04	10,90	63,50	48,20	10,90	63,50	48,20
M02,D05,H05	10,70	65,40	49,20	10,70	65,40	49,20
M02,D05,H06	10,50	67,30	50,30	10,50	67,30	50,30
