Pattern	G solar	G solar new
M02,D04,H05	0,01	0,01
M02,D04,H06	0,01	0,01
M02,D04,H07	0,01	0,01
M02,D04,H08	6,79	6,79
M02,D04,H09	14,30	14,30
M02,D04,H10	20,90	20,90
M02,D04,H11	25,20	25,20
M02,D04,H12	26,20	26,20
M02,D04,H13	23,80	23,80
M02,D04,H14	18,50	18,50
M02,D04,H15	11,30	11,30
M02,D04,H16	1,16	1,16
M02,D04,H17	0,01	0,01
M02,D04,H18	0,01	0,01
M02,D04,H19	0,01	0,01
M02,D04,H20	0,01	0,01
M02,D04,H21	0,01	0,01
M02,D04,H22	0,01	0,01
M02,D04,H23	0,01	0,01
M02,D04,H24	0,01	0,01
M02,D05,H01	0,01	0,01
M02,D05,H02	0,01	0,01
M02,D05,H03	0,01	0,01
M02,D05,H04	0,01	0,01
M02,D05,H05	0,01	0,01
M02,D05,H06	0,01	0,01
M02,D05,H07	0,01	0,01
M02,D05,H08	2,91	2,91
M02,D05,H09	7,64	7,64
M02,D05,H10	12,00	12,00
M02,D05,H11	14,80	14,80
M02,D05,H12	15,50	15,50
M02,D05,H13	13,90	13,90
M02,D05,H14	10,40	10,40
M02,D05,H15	5,72	5,72
M02,D05,H16	1,10	1,10
M02,D05,H17	0,01	0,01
M02,D05,H18	0,01	0,01
M02,D05,H19	0,01	0,01
M02,D05,H20	0,01	0,01
M02,D05,H21	0,01	0,01
M02,D05,H22	0,01	0,01
M02,D05,H23	0,01	0,01
M02,D05,H24	0,01	0,01
M02,D06,H01	0,01	0,01
M02,D06,H02	0,01	0,01
M02,D06,H03	0,01	0,01
M02,D06,H04	0,01	0,01
M02,D06,H05	0,01	0,01
M02,D06,H06	0,01	0,01
M02,D06,H07	0,01	0,01
M02,D06,H08	2,99	2,99
M02,D06,H09	7,71	7,71
M02,D06,H10	12,00	12,00
M02,D06,H11	14,80	14,80
M02,D06,H12	15,50	15,50
M02,D06,H13	13,90	13,90
M02,D06,H14	10,40	10,40
M02,D06,H15	5,80	5,80
M02,D06,H16	1,16	1,16
M02,D06,H17	0,01	0,01
M02,D06,H18	0,01	0,01
M02,D06,H19	0,01	0,01
M02,D06,H20	0,01	0,01
M02,D06,H21	0,01	0,01
M02,D06,H22	0,01	0,01
M02,D06,H23	0,01	0,01
M02,D06,H24	0,01	0,01
M02,D07,H01	0,01	0,01
M02,D07,H02	0,01	0,01
M02,D07,H03	0,01	0,01
M02,D07,H04	0,01	0,01
M02,D07,H05	0,01	0,01
M02,D07,H06	0,01	0,01
M02,D07,H07	0,01	0,01
M02,D07,H08	12,70	12,70
M02,D07,H09	23,60	23,60
M02,D07,H10	33,00	33,00
M02,D07,H11	38,90	38,90
M02,D07,H12	40,40	40,40
M02,D07,H13	37,10	37,10
M02,D07,H14	29,60	29,60
M02,D07,H15	19,30	19,30
M02,D07,H16	1,45	1,45
M02,D07,H17	0,01	0,01
M02,D07,H18	0,01	0,01
M02,D07,H19	0,01	0,01
M02,D07,H20	0,01	0,01
M02,D07,H21	0,01	0,01
M02,D07,H22	0,01	0,01
M02,D07,H23	0,01	0,01
M02,D07,H24	0,01	0,01
M02,D08,H01	0,01	0,01
M02,D08,H02	0,01	0,01
M02,D08,H03	0,01	0,01
M02,D08,H04	0,01	0,01
M02,D08,H05	0,01	0,01
M02,D08,H06	0,01	0,01
M02,D08,H07	0,01	0,01
M02,D08,H08	1,03	1,03
M02,D08,H09	4,02	4,02
M02,D08,H10	6,84	6,84
M02,D08,H11	8,70	8,70
M02,D08,H12	9,16	9,16
M02,D08,H13	8,11	8,11
M02,D08,H14	5,79	5,79
M02,D08,H15	2,80	2,80
M02,D08,H16	1,09	1,09
M02,D08,H17	0,01	0,01
M02,D08,H18	0,01	0,01
M02,D08,H19	0,01	0,01
M02,D08,H20	0,01	0,01
M02,D08,H21	0,01	0,01
M02,D08,H22	0,01	0,01
M02,D08,H23	0,01	0,01
M02,D08,H24	0,01	0,01
M02,D09,H01	0,01	0,01
M02,D09,H02	0,01	0,01
M02,D09,H03	0,01	0,01
M02,D09,H04	0,01	0,01
M02,D09,H05	0,01	0,01
M02,D09,H06	0,01	0,01
M02,D09,H07	0,01	0,01
M02,D09,H08	7,57	7,57
M02,D09,H09	15,20	15,20
M02,D09,H10	21,90	21,90
M02,D09,H11	26,20	26,20
M02,D09,H12	27,20	27,20
M02,D09,H13	24,90	24,90
M02,D09,H14	19,50	19,50
M02,D09,H15	12,20	12,20
M02,D09,H16	1,57	1,57
M02,D09,H17	0,01	0,01
M02,D09,H18	0,01	0,01
M02,D09,H19	0,01	0,01
M02,D09,H20	0,01	0,01
M02,D09,H21	0,01	0,01
M02,D09,H22	0,01	0,01
M02,D09,H23	0,01	0,01
M02,D09,H24	0,01	0,01
M02,D10,H01	0,01	0,01
M02,D10,H02	0,01	0,01
M02,D10,H03	0,01	0,01
M02,D10,H04	0,01	0,01
M02,D10,H05	0,01	0,01
M02,D10,H06	0,01	0,01
M02,D10,H07	0,01	0,01
M02,D10,H08	14,00	14,00
M02,D10,H09	25,30	25,30
M02,D10,H10	35,00	35,00
M02,D10,H11	41,00	41,00
M02,D10,H12	42,50	42,50
M02,D10,H13	39,10	39,10
M02,D10,H14	31,50	31,50
M02,D10,H15	20,80	20,80
M02,D10,H16	9,59	9,59
M02,D10,H17	0,01	0,01
M02,D10,H18	0,01	0,01
M02,D10,H19	0,01	0,01
M02,D10,H20	0,01	0,01
M02,D10,H21	0,01	0,01
M02,D10,H22	0,01	0,01
M02,D10,H23	0,01	0,01
M02,D10,H24	0,01	0,01
M02,D11,H01	0,01	0,01
M02,D11,H02	0,01	0,01
M02,D11,H03	0,01	0,01
M02,D11,H04	0,01	0,01
M02,D11,H05	0,01	0,01
M02,D11,H06	0,01	0,01
M02,D11,H07	0,05	0,05
M02,D11,H08	6,46	6,46
M02,D11,H09	13,20	13,20
M02,D11,H10	19,20	19,20
M02,D11,H11	23,00	23,00
M02,D11,H12	23,90	23,90
M02,D11,H13	21,80	21,80
M02,D11,H14	17,00	17,00
M02,D11,H15	10,50	10,50
M02,D11,H16	3,92	3,92
M02,D11,H17	0,01	0,01
M02,D11,H18	0,01	0,01
M02,D11,H19	0,01	0,01
M02,D11,H20	0,01	0,01
M02,D11,H21	0,01	0,01
M02,D11,H22	0,01	0,01
M02,D11,H23	0,01	0,01
M02,D11,H24	0,01	0,01
M02,D12,H01	0,01	0,01
M02,D12,H02	0,01	0,01
M02,D12,H03	0,01	0,01
M02,D12,H04	0,01	0,01
M02,D12,H05	0,01	0,01
M02,D12,H06	0,01	0,01
M02,D12,H07	0,10	0,10
M02,D12,H08	31,10	31,10
M02,D12,H09	51,40	51,40
M02,D12,H10	68,20	68,20
M02,D12,H11	78,40	78,40
M02,D12,H12	80,80	80,80
M02,D12,H13	75,20	75,20
M02,D12,H14	62,10	62,10
M02,D12,H15	43,50	43,50
M02,D12,H16	22,90	22,90
M02,D12,H17	0,01	0,01
M02,D12,H18	0,01	0,01
M02,D12,H19	0,01	0,01
M02,D12,H20	0,01	0,01
M02,D12,H21	0,01	0,01
M02,D12,H22	0,01	0,01
M02,D12,H23	0,01	0,01
M02,D12,H24	0,01	0,01
M02,D13,H01	0,01	0,01
M02,D13,H02	0,01	0,01
M02,D13,H03	0,01	0,01
M02,D13,H04	0,01	0,01
M02,D13,H05	0,01	0,01
M02,D13,H06	0,01	0,01
M02,D13,H07	0,20	0,20
M02,D13,H08	23,30	23,30
M02,D13,H09	39,40	39,40
M02,D13,H10	52,80	52,80
M02,D13,H11	61,10	61,10
M02,D13,H12	63,00	63,00
M02,D13,H13	58,50	58,50
M02,D13,H14	48,00	48,00
M02,D13,H15	33,10	33,10
M02,D13,H16	16,80	16,80
M02,D13,H17	0,01	0,01
M02,D13,H18	0,01	0,01
M02,D13,H19	0,01	0,01
M02,D13,H20	0,01	0,01
M02,D13,H21	0,01	0,01
M02,D13,H22	0,01	0,01
M02,D13,H23	0,01	0,01
M02,D13,H24	0,01	0,01
M02,D14,H01	0,01	0,01
M02,D14,H02	0,01	0,01
M02,D14,H03	0,01	0,01
M02,D14,H04	0,01	0,01
M02,D14,H05	0,01	0,01
M02,D14,H06	0,01	0,01
M02,D14,H07	0,25	0,25
M02,D14,H08	28,80	28,80
M02,D14,H09	47,60	47,60
M02,D14,H10	63,10	63,10
M02,D14,H11	72,60	72,60
M02,D14,H12	74,80	74,80
M02,D14,H13	69,60	69,60
M02,D14,H14	57,50	57,50
M02,D14,H15	40,30	40,30
M02,D14,H16	21,20	21,20
M02,D14,H17	0,01	0,01
M02,D14,H18	0,01	0,01
M02,D14,H19	0,01	0,01
M02,D14,H20	0,01	0,01
M02,D14,H21	0,01	0,01
M02,D14,H22	0,01	0,01
M02,D14,H23	0,01	0,01
M02,D14,H24	0,01	0,01
M02,D15,H01	0,01	0,01
M02,D15,H02	0,01	0,01
M02,D15,H03	0,01	0,01
M02,D15,H04	0,01	0,01
M02,D15,H05	0,01	0,01
M02,D15,H06	0,01	0,01
M02,D15,H07	0,33	0,33
M02,D15,H08	28,50	28,50
M02,D15,H09	47,00	47,00
M02,D15,H10	62,30	62,30
M02,D15,H11	71,60	71,60
M02,D15,H12	73,80	73,80
M02,D15,H13	68,70	68,70
M02,D15,H14	56,80	56,80
M02,D15,H15	39,80	39,80
M02,D15,H16	21,00	21,00
M02,D15,H17	0,01	0,01
M02,D15,H18	0,01	0,01
M02,D15,H19	0,01	0,01
M02,D15,H20	0,01	0,01
M02,D15,H21	0,01	0,01
M02,D15,H22	0,01	0,01
M02,D15,H23	0,01	0,01
M02,D15,H24	0,01	0,01
M02,D16,H01	0,01	0,01
M02,D16,H02	0,01	0,01
M02,D16,H03	0,01	0,01
M02,D16,H04	0,01	0,01
M02,D16,H05	0,01	0,01
M02,D16,H06	0,01	0,01
M02,D16,H07	0,42	0,42
M02,D16,H08	27,50	27,50
M02,D16,H09	45,50	45,50
M02,D16,H10	60,30	60,30
M02,D16,H11	69,30	69,30
M02,D16,H12	71,50	71,50
M02,D16,H13	66,50	66,50
M02,D16,H14	55,00	55,00
M02,D16,H15	38,50	38,50
M02,D16,H16	20,30	20,30
M02,D16,H17	0,01	0,01
M02,D16,H18	0,01	0,01
M02,D16,H19	0,01	0,01
M02,D16,H20	0,01	0,01
M02,D16,H21	0,01	0,01
M02,D16,H22	0,01	0,01
M02,D16,H23	0,01	0,01
M02,D16,H24	0,01	0,01
M02,D17,H01	0,01	0,01
M02,D17,H02	0,01	0,01
M02,D17,H03	0,01	0,01
M02,D17,H04	0,01	0,01
M02,D17,H05	0,01	0,01
M02,D17,H06	0,01	0,01
M02,D17,H07	0,43	0,43
M02,D17,H08	32,70	32,70
M02,D17,H09	53,10	53,10
M02,D17,H10	69,70	69,70
M02,D17,H11	79,70	79,70
M02,D17,H12	82,10	82,10
M02,D17,H13	76,60	76,60
M02,D17,H14	63,70	63,70
M02,D17,H15	45,20	45,20
M02,D17,H16	24,40	24,40
M02,D17,H17	0,01	0,01
M02,D17,H18	0,01	0,01
M02,D17,H19	0,01	0,01
M02,D17,H20	0,01	0,01
M02,D17,H21	0,01	0,01
M02,D17,H22	0,01	0,01
M02,D17,H23	0,01	0,01
M02,D17,H24	0,01	0,01
M02,D18,H01	0,01	0,01
M02,D18,H02	0,01	0,01
M02,D18,H03	0,01	0,01
M02,D18,H04	0,01	0,01
M02,D18,H05	0,01	0,01
M02,D18,H06	0,01	0,01
M02,D18,H07	0,49	0,49
M02,D18,H08	33,90	33,90
M02,D18,H09	54,70	54,70
M02,D18,H10	71,60	71,60
M02,D18,H11	81,80	81,80
M02,D18,H12	84,20	84,20
M02,D18,H13	78,60	78,60
M02,D18,H14	65,50	65,50
M02,D18,H15	46,60	46,60
M02,D18,H16	25,40	25,40
M02,D18,H17	0,01	0,01
M02,D18,H18	0,01	0,01
M02,D18,H19	0,01	0,01
M02,D18,H20	0,01	0,01
M02,D18,H21	0,01	0,01
M02,D18,H22	0,01	0,01
M02,D18,H23	0,01	0,01
M02,D18,H24	0,01	0,01
M02,D19,H01	0,01	0,01
M02,D19,H02	0,01	0,01
M02,D19,H03	0,01	0,01
M02,D19,H04	0,01	0,01
M02,D19,H05	0,01	0,01
M02,D19,H06	0,01	0,01
M02,D19,H07	0,57	0,57
M02,D19,H08	33,40	33,40
M02,D19,H09	53,80	53,80
M02,D19,H10	70,40	70,40
M02,D19,H11	80,40	80,40
M02,D19,H12	82,80	82,80
M02,D19,H13	77,30	77,30
M02,D19,H14	64,50	64,50
M02,D19,H15	45,90	45,90
M02,D19,H16	25,10	25,10
M02,D19,H17	0,01	0,01
M02,D19,H18	0,01	0,01
M02,D19,H19	0,01	0,01
M02,D19,H20	0,01	0,01
M02,D19,H21	0,01	0,01
M02,D19,H22	0,01	0,01
M02,D19,H23	0,01	0,01
M02,D19,H24	0,01	0,01
M02,D20,H01	0,01	0,01
M02,D20,H02	0,01	0,01
M02,D20,H03	0,01	0,01
M02,D20,H04	0,01	0,01
M02,D20,H05	0,01	0,01
M02,D20,H06	0,01	0,01
M02,D20,H07	0,69	0,69
M02,D20,H08	31,40	31,40
M02,D20,H09	50,70	50,70
M02,D20,H10	66,40	66,40
M02,D20,H11	75,80	75,80
M02,D20,H12	78,00	78,00
M02,D20,H13	72,90	72,90
M02,D20,H14	60,70	60,70
M02,D20,H15	43,20	43,20
M02,D20,H16	23,50	23,50
M02,D20,H17	0,01	0,01
M02,D20,H18	0,01	0,01
M02,D20,H19	0,01	0,01
M02,D20,H20	0,01	0,01
M02,D20,H21	0,01	0,01
M02,D20,H22	0,01	0,01
M02,D20,H23	0,01	0,01
M02,D20,H24	0,01	0,01
M02,D21,H01	0,01	0,01
M02,D21,H02	0,01	0,01
M02,D21,H03	0,01	0,01
M02,D21,H04	0,01	0,01
M02,D21,H05	0,01	0,01
M02,D21,H06	0,01	0,01
M02,D21,H07	0,90	0,90
M02,D21,H08	19,70	19,70
M02,D21,H09	33,00	33,00
M02,D21,H10	43,90	43,90
M02,D21,H11	50,60	50,60
M02,D21,H12	52,20	52,20
M02,D21,H13	48,50	48,50
M02,D21,H14	40,00	40,00
M02,D21,H15	27,80	27,80
M02,D21,H16	14,40	14,40
M02,D21,H17	0,01	0,01
M02,D21,H18	0,01	0,01
M02,D21,H19	0,01	0,01
M02,D21,H20	0,01	0,01
M02,D21,H21	0,01	0,01
M02,D21,H22	0,01	0,01
M02,D21,H23	0,01	0,01
M02,D21,H24	0,01	0,01
M02,D22,H01	0,01	0,01
M02,D22,H02	0,01	0,01
M02,D22,H03	0,01	0,01
M02,D22,H04	0,01	0,01
M02,D22,H05	0,01	0,01
M02,D22,H06	0,01	0,01
M02,D22,H07	0,93	0,93
M02,D22,H08	7,29	7,29
M02,D22,H09	13,60	13,60
M02,D22,H10	19,10	19,10
M02,D22,H11	22,50	22,50
M02,D22,H12	23,30	23,30
M02,D22,H13	21,40	21,40
M02,D22,H14	17,10	17,10
M02,D22,H15	11,10	11,10
M02,D22,H16	4,87	4,87
M02,D22,H17	0,01	0,01
M02,D22,H18	0,01	0,01
M02,D22,H19	0,01	0,01
M02,D22,H20	0,01	0,01
M02,D22,H21	0,01	0,01
M02,D22,H22	0,01	0,01
M02,D22,H23	0,01	0,01
M02,D22,H24	0,01	0,01
M02,D23,H01	0,01	0,01
M02,D23,H02	0,01	0,01
M02,D23,H03	0,01	0,01
M02,D23,H04	0,01	0,01
M02,D23,H05	0,01	0,01
M02,D23,H06	0,01	0,01
M02,D23,H07	1,01	1,01
M02,D23,H08	26,30	26,30
M02,D23,H09	42,70	42,70
M02,D23,H10	55,90	55,90
M02,D23,H11	63,90	63,90
M02,D23,H12	65,80	65,80
M02,D23,H13	61,40	61,40
M02,D23,H14	51,10	51,10
M02,D23,H15	36,30	36,30
M02,D23,H16	19,70	19,70
M02,D23,H17	0,01	0,01
M02,D23,H18	0,01	0,01
M02,D23,H19	0,01	0,01
M02,D23,H20	0,01	0,01
M02,D23,H21	0,01	0,01
M02,D23,H22	0,01	0,01
M02,D23,H23	0,01	0,01
M02,D23,H24	0,01	0,01
M02,D24,H01	0,01	0,01
M02,D24,H02	0,01	0,01
M02,D24,H03	0,01	0,01
M02,D24,H04	0,01	0,01
M02,D24,H05	0,01	0,01
M02,D24,H06	0,01	0,01
M02,D24,H07	1,18	1,18
M02,D24,H08	13,30	13,30
M02,D24,H09	22,80	22,80
M02,D24,H10	30,80	30,80
M02,D24,H11	35,70	35,70
M02,D24,H12	36,80	36,80
M02,D24,H13	34,10	34,10
M02,D24,H14	27,90	27,90
M02,D24,H15	19,10	19,10
M02,D24,H16	9,55	9,55
M02,D24,H17	0,01	0,01
M02,D24,H18	0,01	0,01
M02,D24,H19	0,01	0,01
M02,D24,H20	0,01	0,01
M02,D24,H21	0,01	0,01
M02,D24,H22	0,01	0,01
M02,D24,H23	0,01	0,01
M02,D24,H24	0,01	0,01
M02,D25,H01	0,01	0,01
M02,D25,H02	0,01	0,01
M02,D25,H03	0,01	0,01
M02,D25,H04	0,01	0,01
M02,D25,H05	0,01	0,01
M02,D25,H06	0,01	0,01
M02,D25,H07	1,13	1,13
M02,D25,H08	5,50	5,50
M02,D25,H09	10,50	10,50
M02,D25,H10	15,00	15,00
M02,D25,H11	17,70	17,70
M02,D25,H12	18,40	18,40
M02,D25,H13	16,90	16,90
M02,D25,H14	13,30	13,30
M02,D25,H15	8,54	8,54
M02,D25,H16	3,58	3,58
M02,D25,H17	0,06	0,06
M02,D25,H18	0,01	0,01
M02,D25,H19	0,01	0,01
M02,D25,H20	0,01	0,01
M02,D25,H21	0,01	0,01
M02,D25,H22	0,01	0,01
M02,D25,H23	0,01	0,01
M02,D25,H24	0,01	0,01
M02,D26,H01	0,01	0,01
M02,D26,H02	0,01	0,01
M02,D26,H03	0,01	0,01
M02,D26,H04	0,01	0,01
M02,D26,H05	0,01	0,01
M02,D26,H06	0,01	0,01
M02,D26,H07	1,36	1,36
M02,D26,H08	14,70	14,70
M02,D26,H09	24,70	24,70
M02,D26,H10	33,10	33,10
M02,D26,H11	38,10	38,10
M02,D26,H12	39,40	39,40
M02,D26,H13	36,60	36,60
M02,D26,H14	30,10	30,10
M02,D26,H15	20,80	20,80
M02,D26,H16	10,70	10,70
M02,D26,H17	0,16	0,16
M02,D26,H18	0,01	0,01
M02,D26,H19	0,01	0,01
M02,D26,H20	0,01	0,01
M02,D26,H21	0,01	0,01
M02,D26,H22	0,01	0,01
M02,D26,H23	0,01	0,01
M02,D26,H24	0,01	0,01
M02,D27,H01	0,01	0,01
M02,D27,H02	0,01	0,01
M02,D27,H03	0,01	0,01
M02,D27,H04	0,01	0,01
M02,D27,H05	0,01	0,01
M02,D27,H06	0,01	0,01
M02,D27,H07	1,36	1,36
M02,D27,H08	7,58	7,58
M02,D27,H09	13,70	13,70
M02,D27,H10	18,90	18,90
M02,D27,H11	22,20	22,20
M02,D27,H12	23,00	23,00
M02,D27,H13	21,20	21,20
M02,D27,H14	17,00	17,00
M02,D27,H15	11,30	11,30
M02,D27,H16	5,22	5,22
M02,D27,H17	0,24	0,24
M02,D27,H18	0,01	0,01
M02,D27,H19	0,01	0,01
M02,D27,H20	0,01	0,01
M02,D27,H21	0,01	0,01
M02,D27,H22	0,01	0,01
M02,D27,H23	0,01	0,01
M02,D27,H24	0,01	0,01
M02,D28,H01	0,01	0,01
M02,D28,H02	0,01	0,01
M02,D28,H03	0,01	0,01
M02,D28,H04	0,01	0,01
M02,D28,H05	0,01	0,01
M02,D28,H06	0,01	0,01
M02,D28,H07	1,51	1,51
M02,D28,H08	23,60	23,60
M02,D28,H09	37,90	37,90
M02,D28,H10	49,40	49,40
M02,D28,H11	56,40	56,40
M02,D28,H12	58,00	58,00
M02,D28,H13	54,20	54,20
M02,D28,H14	45,30	45,30
M02,D28,H15	32,40	32,40
M02,D28,H16	17,80	17,80
M02,D28,H17	0,34	0,34
M02,D28,H18	0,01	0,01
M02,D28,H19	0,01	0,01
M02,D28,H20	0,01	0,01
M02,D28,H21	0,01	0,01
M02,D28,H22	0,01	0,01
M02,D28,H23	0,01	0,01
M02,D28,H24	0,01	0,01
M03,D01,H01	0,01	0,01
M03,D01,H02	0,01	0,01
M03,D01,H03	0,01	0,01
M03,D01,H04	0,01	0,01
M03,D01,H05	0,01	0,01
M03,D01,H06	0,01	0,01
M03,D01,H07	13,10	13,10
M03,D01,H08	30,80	30,80
M03,D01,H09	48,50	48,50
M03,D01,H10	62,50	62,50
M03,D01,H11	70,90	70,90
M03,D01,H12	72,80	72,80
M03,D01,H13	68,30	68,30
M03,D01,H14	57,50	57,50
M03,D01,H15	41,70	41,70
M03,D01,H16	23,50	23,50
M03,D01,H17	0,39	0,39
M03,D01,H18	0,01	0,01
M03,D01,H19	0,01	0,01
M03,D01,H20	0,01	0,01
M03,D01,H21	0,01	0,01
M03,D01,H22	0,01	0,01
M03,D01,H23	0,01	0,01
M03,D01,H24	0,01	0,01
M03,D02,H01	0,01	0,01
M03,D02,H02	0,01	0,01
M03,D02,H03	0,01	0,01
M03,D02,H04	0,01	0,01
M03,D02,H05	0,01	0,01
M03,D02,H06	0,01	0,01
M03,D02,H07	1,64	1,64
M03,D02,H08	6,19	6,19
M03,D02,H09	11,30	11,30
M03,D02,H10	15,70	15,70
M03,D02,H11	18,50	18,50
M03,D02,H12	19,10	19,10
M03,D02,H13	17,60	17,60
M03,D02,H14	14,10	14,10
M03,D02,H15	9,27	9,27
M03,D02,H16	4,23	4,23
M03,D02,H17	0,48	0,48
M03,D02,H18	0,01	0,01
M03,D02,H19	0,01	0,01
M03,D02,H20	0,01	0,01
M03,D02,H21	0,01	0,01
M03,D02,H22	0,01	0,01
M03,D02,H23	0,01	0,01
M03,D02,H24	0,01	0,01
M03,D03,H01	0,01	0,01
M03,D03,H02	0,01	0,01
M03,D03,H03	0,01	0,01
M03,D03,H04	0,01	0,01
M03,D03,H05	0,01	0,01
M03,D03,H06	0,01	0,01
M03,D03,H07	4,50	4,50
M03,D03,H08	12,40	12,40
M03,D03,H09	20,80	20,80
M03,D03,H10	27,70	27,70
M03,D03,H11	31,90	31,90
M03,D03,H12	32,90	32,90
M03,D03,H13	30,60	30,60
M03,D03,H14	25,20	25,20
M03,D03,H15	17,50	17,50
M03,D03,H16	9,09	9,09
M03,D03,H17	0,63	0,63
M03,D03,H18	0,01	0,01
M03,D03,H19	0,01	0,01
M03,D03,H20	0,01	0,01
M03,D03,H21	0,01	0,01
M03,D03,H22	0,01	0,01
M03,D03,H23	0,01	0,01
M03,D03,H24	0,01	0,01
M03,D04,H01	0,01	0,01
M03,D04,H02	0,01	0,01
M03,D04,H03	0,01	0,01
M03,D04,H04	0,01	0,01
M03,D04,H05	0,01	0,01
M03,D04,H06	0,01	0,01
M03,D04,H07	6,36	6,36
M03,D04,H08	16,40	16,40
M03,D04,H09	26,90	26,90
M03,D04,H10	35,40	35,40
M03,D04,H11	40,60	40,60
M03,D04,H12	41,80	41,80
M03,D04,H13	38,90	38,90
M03,D04,H14	32,30	32,30
M03,D04,H15	22,80	22,80
M03,D04,H16	12,20	12,20
M03,D04,H17	0,79	0,79
M03,D04,H18	0,01	0,01
M03,D04,H19	0,01	0,01
M03,D04,H20	0,01	0,01
M03,D04,H21	0,01	0,01
M03,D04,H22	0,01	0,01
M03,D04,H23	0,01	0,01
M03,D04,H24	0,01	0,01
M03,D05,H01	0,01	0,01
M03,D05,H02	0,01	0,01
M03,D05,H03	0,01	0,01
M03,D05,H04	0,01	0,01
M03,D05,H05	0,01	0,01
M03,D05,H06	0,01	0,01
M03,D05,H07	4,73	4,73
M03,D05,H08	12,70	12,70
M03,D05,H09	21,20	21,20
M03,D05,H10	28,20	28,20
M03,D05,H11	32,40	32,40
M03,D05,H12	33,40	33,40
M03,D05,H13	31,10	31,10
M03,D05,H14	25,60	25,60
M03,D05,H15	17,90	17,90
M03,D05,H16	9,37	9,37
M03,D05,H17	0,86	0,86
M03,D05,H18	0,01	0,01
M03,D05,H19	0,01	0,01
M03,D05,H20	0,01	0,01
M03,D05,H21	0,01	0,01
M03,D05,H22	0,01	0,01
M03,D05,H23	0,01	0,01
M03,D05,H24	0,01	0,01
M03,D06,H01	0,01	0,01
M03,D06,H02	0,01	0,01
M03,D06,H03	0,01	0,01
M03,D06,H04	0,01	0,01
M03,D06,H05	0,01	0,01
M03,D06,H06	0,01	0,01
M03,D06,H07	10,30	10,30
M03,D06,H08	24,20	24,20
M03,D06,H09	38,10	38,10
M03,D06,H10	49,30	49,30
M03,D06,H11	55,90	55,90
M03,D06,H12	57,50	57,50
M03,D06,H13	53,80	53,80
M03,D06,H14	45,30	45,30
M03,D06,H15	32,70	32,70
M03,D06,H16	18,40	18,40
M03,D06,H17	0,99	0,99
M03,D06,H18	0,01	0,01
M03,D06,H19	0,01	0,01
M03,D06,H20	0,01	0,01
M03,D06,H21	0,01	0,01
M03,D06,H22	0,01	0,01
M03,D06,H23	0,01	0,01
M03,D06,H24	0,01	0,01
M03,D07,H01	0,01	0,01
M03,D07,H02	0,01	0,01
M03,D07,H03	0,01	0,01
M03,D07,H04	0,01	0,01
M03,D07,H05	0,01	0,01
M03,D07,H06	0,01	0,01
M03,D07,H07	3,32	3,32
M03,D07,H08	9,32	9,32
M03,D07,H09	15,80	15,80
M03,D07,H10	21,20	21,20
M03,D07,H11	24,50	24,50
M03,D07,H12	25,30	25,30
M03,D07,H13	23,50	23,50
M03,D07,H14	19,20	19,20
M03,D07,H15	13,20	13,20
M03,D07,H16	6,78	6,78
M03,D07,H17	0,99	0,99
M03,D07,H18	0,01	0,01
M03,D07,H19	0,01	0,01
M03,D07,H20	0,01	0,01
M03,D07,H21	0,01	0,01
M03,D07,H22	0,01	0,01
M03,D07,H23	0,01	0,01
M03,D07,H24	0,01	0,01
M03,D08,H01	0,01	0,01
M03,D08,H02	0,01	0,01
M03,D08,H03	0,01	0,01
M03,D08,H04	0,01	0,01
M03,D08,H05	0,01	0,01
M03,D08,H06	0,01	0,01
M03,D08,H07	12,80	12,80
M03,D08,H08	28,90	28,90
M03,D08,H09	44,80	44,80
M03,D08,H10	57,30	57,30
M03,D08,H11	64,70	64,70
M03,D08,H12	66,40	66,40
M03,D08,H13	62,40	62,40
M03,D08,H14	52,80	52,80
M03,D08,H15	38,70	38,70
M03,D08,H16	22,30	22,30
M03,D08,H17	1,16	1,16
M03,D08,H18	0,01	0,01
M03,D08,H19	0,01	0,01
M03,D08,H20	0,01	0,01
M03,D08,H21	0,01	0,01
M03,D08,H22	0,01	0,01
M03,D08,H23	0,01	0,01
M03,D08,H24	0,01	0,01
M03,D09,H01	0,01	0,01
M03,D09,H02	0,01	0,01
M03,D09,H03	0,01	0,01
M03,D09,H04	0,01	0,01
M03,D09,H05	0,01	0,01
M03,D09,H06	0,01	0,01
M03,D09,H07	7,23	7,23
M03,D09,H08	17,30	17,30
M03,D09,H09	27,60	27,60
M03,D09,H10	35,90	35,90
M03,D09,H11	40,90	40,90
M03,D09,H12	42,00	42,00
M03,D09,H13	39,30	39,30
M03,D09,H14	32,90	32,90
M03,D09,H15	23,60	23,60
M03,D09,H16	13,10	13,10
M03,D09,H17	1,30	1,30
M03,D09,H18	0,01	0,01
M03,D09,H19	0,01	0,01
M03,D09,H20	0,01	0,01
M03,D09,H21	0,01	0,01
M03,D09,H22	0,01	0,01
M03,D09,H23	0,01	0,01
M03,D09,H24	0,01	0,01
M03,D10,H01	0,01	0,01
M03,D10,H02	0,01	0,01
M03,D10,H03	0,01	0,01
M03,D10,H04	0,01	0,01
M03,D10,H05	0,01	0,01
M03,D10,H06	0,01	0,01
M03,D10,H07	14,00	14,00
M03,D10,H08	30,90	30,90
M03,D10,H09	47,30	47,30
M03,D10,H10	60,20	60,20
